calltime,street,crossroad1,crossroad2,geox,geoy,nature,FIRST UNIT DISPATCHED,first Dispatch Time,first unit on the way,first unit there,last unit to leave the scene,primeunit,reptaken,closecode,notes,timeclose,Latitude,Longitude
06/21/2014 10:27:01,1044 GREENFIELD ST,MARIGOLD CT,S 11TH ST,2322267.75,171764.53,ALERT NOTIFICATION SHOTSPOTTER,          ,NULL,NULL,NULL,NULL,      ,      ,DUP ,"SHOTS FIRED AT 1044 GREENFIELD  ST AT 10:26:17 06/21/2014: 1 ROUND; SHOTSPOTTER FLEX ID 15417. (34.2172806189,-77.9352904305)  [06/21/14 10:27:06 KRS]  ",06/21/2014 10:27:39,34.21728062,-77.93529043
06/22/2014 12:43:38,1318 CHURCH ST,S 13TH ST,S 14TH ST,2323161.25,176543.81,ALERT NOTIFICATION SHOTSPOTTER,339,06/22/2014 12:44:21,06/22/2014 12:44:27,06/22/2014 12:47:06,06/22/2014 12:52:21,339,      ,ASST,"SHOTS FIRED AT 1318 CHURCH  ST AT 12:42:48 06/22/2014: 1 ROUND; SHOTSPOTTER FLEX ID 15427. (34.2303432177,-77.9308829891)  [06/22/14 12:43:40 KRB8]  {349} 10-17 FROM 3RD/GREENFIELD  [06/22/14 12:44:37 YYP]  COMING FROM SOUTHWEST CORNER OF CHURCH AND 14TH  [06/22/14 12:45:11 KRB8]  TONES GIVEN OUT  [06/22/14 12:46:04 YYP]  {349} PER NEIGHBORS IT WAS FIREWORKS  WILL CONTINUE TO BOLO AREA  [06/22/14 12:48:52 YYP]  ",06/22/2014 12:52:24,34.23034322,-77.93088299
06/23/2014 01:53:46,1402 CASTLE ST,S 14TH ST,S 15TH ST,2323313.25,176083.28,ALERT NOTIFICATION SHOTSPOTTER,725,06/23/2014 01:54:45,06/23/2014 01:54:45,06/23/2014 01:55:52,06/23/2014 02:00:10,725,      ,ASST,"SHOTS FIRED AT 1402 CASTLE  ST AT 01:53:00 06/23/2014: 2 ROUNDS; SHOTSPOTTER FLEX ID 15440. (34.2291975169,-77.9306013785)  [06/23/14 01:54:00 ZCH]  76 COP  [06/23/14 01:54:16 TBK]  {725} IN THE AREA  [06/23/14 01:56:04 TBK]  {725} 108  [06/23/14 01:57:22 TBK]  {725} CORRECTION 1038  [06/23/14 01:57:29 TBK]  {78} WILL BE PYROTECHNICS  [06/23/14 02:00:08 TBK]  ",06/23/2014 02:00:33,34.22919752,-77.93060138
06/23/2014 23:36:40,3613 METTING RD,SPRING AVE,BORS RUN,2332642.75,178787.59,ALERT NOTIFICATION SHOTSPOTTER,326,06/23/2014 23:37:11,06/23/2014 23:37:16,06/23/2014 23:38:28,06/23/2014 23:51:43,326,      ,INFO,"SHOTS FIRED AT 3613 METTING  RD AT 23:35:49 06/23/2014: 3 ROUNDS; SHOTSPOTTER FLEX ID 15448. (34.2368404866,-77.9010643445)  [06/23/14 23:36:47 LDW]  {300} WILL BE FIREWORKS  [06/23/14 23:49:24 PFK]  A group of people in 3200 block of Metting Road set off a few fire crackers.  They stopped for the evening.  [06/23/14 23:51:08 Unit:326]  ",06/23/2014 23:51:45,34.23684049,-77.90106434
06/25/2014 01:17:40,201 S 13TH ST,ORANGE ST,ANN ST,2322714,177899.28,ALERT NOTIFICATION SHOTSPOTTER,254,06/25/2014 01:18:12,06/25/2014 01:18:31,06/25/2014 01:20:30,06/25/2014 01:33:41,333,      ,UNFD,"SHOTS FIRED AT 201 S 13TH  ST AT 01:16:44 06/25/2014: 1 ROUND; SHOTSPOTTER FLEX ID 15457. (34.234048149,-77.9320168086)  [06/25/14 01:17:44 LDW]  {333} 16TH/WOOSTER....  [06/25/14 01:18:56 ANL]  LAT/LONG SHOWS SW CORNER OF ORANGE/KENDALL  [06/25/14 01:19:32 LSB]  {355} IN AREA  [06/25/14 01:21:27 ANL]  {333}  x28....cfb7028....silv honda.....  [06/25/14 01:24:18 ANL]  {333} x27...... vaught,terrall 7-26-78  [06/25/14 01:27:28 ANL]  NOT FINDING A X27  [06/25/14 01:30:32 ANL]  7-26-88  [06/25/14 01:31:17 ANL]  38420844  [06/25/14 01:31:33 CMM]  {333} UNFD  [06/25/14 01:33:34 ANL]  ",06/25/2014 01:33:46,34.23404815,-77.93201681
06/26/2014 11:53:05,605 N 8TH ST,CAMPBELL ST,HANOVER ST,2320262,181187.28,ALERT NOTIFICATION SHOTSPOTTER,253,06/26/2014 11:53:57,06/26/2014 11:54:21,06/26/2014 11:58:39,06/26/2014 12:25:38,253,      ,UNFD,"gunfire or firecracker  [06/26/14 11:53:45 DJM]  {253} KING ST  [06/26/14 11:54:30 JBM]  SHOTS FIRED AT 605 N 8TH  ST AT 11:51:35 06/26/2014: 1 ROUND; SHOTSPOTTER FLEX ID 15468. (34.2431285888,-77.9408081805)  [06/26/14 11:54:41 DJM]  {253} DELAYED BY TRAIN  [06/26/14 11:55:51 JBM]  {349} ON FOOT BEHIND RESD  [06/26/14 12:01:25 JBM]  {253} TRAIN HAS PASSED....X17  [06/26/14 12:04:51 JBM]  {253} BROOK ALLY  [06/26/14 12:07:42 JBM]  {253} BROOKS ALLY IS CLEAR  [06/26/14 12:10:50 JBM]  {253} BEHIND 711 CAMPBELL...UNSECURE SIDE DOOR  [06/26/14 12:12:48 JBM]  {61} HAS BEEN CLEARED  [06/26/14 12:12:54 JBM]  {253} UTL  [06/26/14 12:25:35 JBM]  ",06/26/2014 12:25:41,34.24312859,-77.94080818
06/28/2014 02:28:56,1699 WEST DR/ZINNIA CT,                                        ,                                        ,2322158.25,170733.17,ALERT NOTIFICATION SHOTSPOTTER,333,06/28/2014 02:29:28,06/28/2014 02:29:44,06/28/2014 02:31:34,06/28/2014 02:49:04,355,355,REPT,"SHOTS FIRED AT 1641 S 11TH  ST AT 02:28:21 06/28/2014: 1 ROUND; SHOTSPOTTER FLEX ID 15506. (34.2142962819,-77.9347706882)  [06/28/14 02:29:05 EEB] REF X20...MAP SHOWING DIRECTLY IN THE PVA FRONT OF THIS X20.  [06/28/14 02:31:49 EEB] Linked Events 2014-260836 (391) to 2014-260842 (396)  [06/28/14 02:36:23 RNW] heard 2 shots in the area...no further x14  [06/28/14 02:32:32 PFK]  [06/28/14 02:36:38 RNW] 254 asked  me to change the address after i cleared it 2014-260836 west /zinna  [06/28/14 03:24:12 LDW] ",06/28/2014 02:49:09,34.21429628,-77.93477069
06/30/2014 00:48:27,405 S 13TH ST,NUN ST,CHURCH ST,2322829.25,176912.88,ALERT NOTIFICATION SHOTSPOTTER,355,06/30/2014 00:49:14,06/30/2014 00:49:14,06/30/2014 00:50:11,06/30/2014 02:00:16,355,355,REPT,"SHOTS FIRED AT 405 S 13TH  ST AT 00:47:45 06/30/2014: 4 ROUNDS; SHOTSPOTTER FLEX ID 15590. (34.2311920366,-77.9321545425)  [06/30/14 00:48:50 JAD]  {254} will be 2 house south of nun st  [06/30/14 00:56:19 EEB]  {323} need id ref shell casing  [06/30/14 00:58:13 EEB]  {323} id need at 411 s 13th st  [06/30/14 00:58:21 EEB]  {724} 1061....poss related ..currenlty at s 16th/nun st ..zzf7268....occ 5x..need x32  [06/30/14 00:59:29 EEB]  {724} grounded s 1th st /nun  [06/30/14 00:59:42 EEB]  {723} x17 to 724  [06/30/14 00:59:56 EEB]  {720} im out with 724... s 16th st/nun  [06/30/14 01:00:36 EEB]  {724} correctin occ 2x  [06/30/14 01:00:45 EEB]  {724} ref 28 zzf7268 was leaving the area of 1096a trafic..  [06/30/14 01:00:59 EEB]  {724} 27- 38162308  [06/30/14 01:01:41 EEB]  {355} x38x4...all units  [06/30/14 01:07:38 EEB]  {723} x38x4..all units on 16th/nun  [06/30/14 01:07:51 EEB]  {724} x14 only  [06/30/14 01:17:41 EEB]  {355} all units x8  [06/30/14 01:29:29 EEB]  ",06/30/2014 02:00:18,34.23119204,-77.93215454
07/03/2014 02:05:49,214 S 13TH ST,ORANGE ST,ANN ST,2322623.75,177659.13,ALERT NOTIFICATION SHOTSPOTTER,333,07/03/2014 02:06:11,07/03/2014 02:06:23,07/03/2014 02:06:11,07/03/2014 02:09:53,333,      ,UNFD,"SHOTS FIRED AT 214 S 13TH  ST AT 02:04:45 07/03/2014: 1 ROUND; SHOTSPOTTER FLEX ID 15904. (34.233392313,-77.9326653846)  [07/03/14 02:05:55 CMM]  BOLOD OPS  [07/03/14 02:06:56 CMM]  {226} IN THE AREA  [07/03/14 02:07:04 CMM]  {333} SPOKE WITH RES 200 BLK OF S 13TH... ADVS PYRO AND SMELLS LIKE SMOKE OUT HERE  [07/03/14 02:07:59 LMR]  {333} X22 ANY OTHER UNITS  [07/03/14 02:08:10 LMR]  ",07/03/2014 02:10:00,34.23339231,-77.93266538
07/04/2014 22:59:35,714 S 8TH ST,GERDES ALY,RUSSELL ALY,2320909.5,175176.55,ALERT NOTIFICATION SHOTSPOTTER,353,07/04/2014 23:00:09,07/04/2014 23:00:40,07/04/2014 23:03:16,07/04/2014 23:13:23,353,      ,UNFD,"SHOTS FIRED AT 714 S 8TH  ST AT 22:58:10 07/04/2014: 4 ROUNDS; SHOTSPOTTER FLEX ID 17367. (34.2266161448,-77.9385976961)  [07/04/14 22:59:53 JAD]  {341} lots of pyro in the area....  [07/04/14 23:04:30 JAD]  {353} was not 1096 traffic  [07/04/14 23:05:37 JAD]  {353} appeared to be firworks shot out of a bottle  [07/04/14 23:05:47 JAD]  ",07/04/2014 23:13:28,34.22661614,-77.9385977
07/04/2014 23:06:17,714 S 8TH ST,GERDES ALY,RUSSELL ALY,2320909.5,175176.55,ALERT NOTIFICATION SHOTSPOTTER,353,07/04/2014 23:13:38,NULL,NULL,07/04/2014 23:13:38,353,      ,UNFD,"SHOTS FIRED AT 714 S 8TH  ST AT 23:05:08 07/04/2014: 4 ROUNDS; SHOTSPOTTER FLEX ID 17413. (34.2266261687,-77.9384728764)  [07/04/14 23:06:28 JAD]  per 341 and 353 this is not 10-96...will be pyro...there is several going on in the area, 341 was at exact x20 with 2nd shotspotter came in  [07/04/14 23:07:06 JAD]  ",07/04/2014 23:13:40,34.22662617,-77.93847288
07/04/2014 23:53:40,454 WAYNE DR,STRADLEIGH RD,STRADLEIGH RD,2329996.25,177368.75,ALERT NOTIFICATION SHOTSPOTTER,350,07/05/2014 00:12:16,07/05/2014 00:12:16,07/05/2014 00:14:36,07/05/2014 00:21:57,350,      ,UNFD,"SHOTS FIRED AT 454 WAYNE  DR AT 23:52:31 07/04/2014: 3 ROUNDS; SHOTSPOTTER FLEX ID 17667. (34.2320066502,-77.9082826579)  [07/04/14 23:53:55 EMA]  PER 272 NO SUBJS IN ARAE  [07/04/14 23:57:32 JAD]  X22 LAST NOTES WRONG CALL  [07/04/14 23:58:47 JAD]  78 ADV`D  [07/04/14 23:59:04 JAD]  {350} IN THE AREA  [07/05/14 00:14:39 JAD]  {350} WILL ALSO BE PYRO PER SUBJ IN AREA THAT SAW AND HEARD SAME  [07/05/14 00:21:43 JAD]  ",07/05/2014 00:21:59,34.23200665,-77.90828266
07/05/2014 03:03:17,2903 CLAYTON PL,EMORY ST,N 30TH ST,2330141.25,182979.23,ALERT NOTIFICATION SHOTSPOTTER,291,07/05/2014 03:03:40,07/05/2014 03:04:04,07/05/2014 03:09:22,07/05/2014 03:19:42,291,      ,ASST,"SHOTS FIRED AT 2903 CLAYTON  PL AT 03:02:13 07/05/2014: 5 ROUNDS; SHOTSPOTTER FLEX ID 17962. (34.2477687669,-77.9078038037) , Possibly mislocated, dispatch `near the area of` not precise address  [07/05/14 03:03:32 EMA]  {335} IN THE AREA  [07/05/14 03:09:25 JAD]  {291} IN THE AREA  [07/05/14 03:09:36 JAD]  {335} x38x4 both untis  [07/05/14 03:19:35 JAD]  ",07/05/2014 03:19:45,34.24776877,-77.9078038
07/05/2014 03:06:07,440 CLAY ST,PRINCESS PLACE DR,GASTON ST,2331492.25,182405.5,ALERT NOTIFICATION SHOTSPOTTER,335,07/05/2014 03:19:51,NULL,NULL,07/05/2014 03:19:51,335,      ,UNFD,"SHOTS FIRED AT 440 CLAY  ST AT 03:05:47 07/05/2014: 4 ROUNDS; SHOTSPOTTER FLEX ID 17968. (34.2460826418,-77.903074525)  [07/05/14 03:06:18 EMA]  POSS PYRO...291 AND 335 X17 TO ANOTHER PYRO/X96 CALL TO CHECK OUT  [07/05/14 03:08:37 JAD]  ",07/05/2014 03:19:53,34.24608264,-77.90307453
07/07/2014 23:43:20,1927 COLWELL AVE,S 19TH ST,S 19TH ST,2325722,175854.2,ALERT NOTIFICATION SHOTSPOTTER,285,07/07/2014 23:43:46,07/07/2014 23:43:46,07/07/2014 23:44:56,07/07/2014 23:57:02,285,      ,UTL ,"SHOTS FIRED AT 1927 COLWELL  AVE AT 23:42:28 07/07/2014: 6 ROUNDS; SHOTSPOTTER FLEX ID 18987. (34.2293124659,-77.922603256)  [07/07/14 23:43:25 CMM]  Linked Events 2014-276738 (759) to 2014-276739 (760)  [07/07/14 23:48:02 EEB]  {285} UTL  [07/07/14 23:56:58 EEB]  ",07/07/2014 23:57:05,34.22931247,-77.92260326
07/09/2014 21:43:26,714 EMORY ST,N 30TH ST,CLAYTON PL,2330093.5,182751.69,ALERT NOTIFICATION SHOTSPOTTER,721,07/09/2014 21:43:42,07/09/2014 21:44:20,07/09/2014 21:45:35,07/09/2014 21:56:34,299,      ,UTL ,"SHOTS FIRED AT 714 EMORY  ST AT 21:41:27 07/09/2014: 3 ROUNDS; SHOTSPOTTER FLEX ID 19080. (34.2474778918,-77.9070414497)  [07/09/14 21:43:56 EEB]  {299} will be clayton/n 30th  [07/09/14 21:45:47 EEB]  {299} near trash can  [07/09/14 21:45:51 EEB]  {299} near the basketball courts...corner of the fence near some trash cans  [07/09/14 21:46:59 EEB]  {299} on foot creekwood south  [07/09/14 21:56:10 EEB]  ",07/09/2014 21:56:37,34.24747789,-77.90704145
07/09/2014 22:13:33,1081 THOMAS C JERVAY LP,WRIGHT ST,WRIGHT ST,2321567,174095.83,ALERT NOTIFICATION SHOTSPOTTER,          ,NULL,NULL,NULL,NULL,      ,      ,DUP ,"SHOTS FIRED AT 1081 THOMAS C JERVAY  LP AT 22:09:10 07/09/2014: 1 ROUND; SHOTSPOTTER FLEX ID 19082. (34.2232949451,-77.936983104)  [07/09/14 22:13:44 EEB]  Linked Events 2014-279789 (676) to 2014-279795 (682)  [07/09/14 22:15:33 EEB]  [LAW] {286} 28- cfb5167.....gold toy 28- cfa4601  [07/09/14 22:18:04 EEB]  [LAW] {309} CH1 IS BUSY...X72 UNRELATED  301...X17 TO WPD  [07/09/14 22:26:27 AWA]  ",07/09/2014 22:33:11,34.22329495,-77.9369831
07/10/2014 01:49:31,71 DARLINGTON AVE,PRIVATE,LANCELOT LN,2331919.25,179616.33,ALERT NOTIFICATION SHOTSPOTTER,291,07/10/2014 01:49:56,07/10/2014 01:50:29,07/10/2014 01:51:33,07/10/2014 02:03:43,291,      ,UNFD,"SHOTS FIRED AT 71 DARLINGTON  AVE AT 01:48:39 07/10/2014: 1 ROUND; SHOTSPOTTER FLEX ID 19090. (34.2382640836,-77.9023262779)  [07/10/14 01:49:41 EEB]  TONES BOLOD EAST  [07/10/14 01:50:50 CMM]  {342} in the area  [07/10/14 01:51:36 MRS3]  {291} in the area  [07/10/14 01:51:42 MRS3]  {317} in the area  [07/10/14 01:52:51 MRS3]  {291} unfounded  [07/10/14 02:03:34 MRS3]  ",07/10/2014 02:03:47,34.23826408,-77.90232628
07/10/2014 15:07:27,1101 MANLY AVE,JOHNSON ST, ,2332110.75,184049.73,ALERT NOTIFICATION SHOTSPOTTER,          ,NULL,NULL,NULL,NULL,      ,      ,DUP ,"SHOTS FIRED AT 1101 MANLY  AVE AT 15:06:28 07/10/2014: 6 ROUNDS; SHOTSPOTTER FLEX ID 19094. (34.2503706416,-77.9002352943)  [07/10/14 15:07:33 KRB8]  EASTSIDE OF MANLY ....IN WOODED AREA...NEAR POWER LINES  [07/10/14 15:10:54 KRB8]  ",07/10/2014 15:20:45,34.25037064,-77.90023529
07/12/2014 01:34:13,506 N 30TH ST,PRINCESS PLACE DR,EMORY ST,2330334.75,182174.27,ALERT NOTIFICATION SHOTSPOTTER,285,07/12/2014 01:34:32,07/12/2014 01:34:32,07/12/2014 01:34:47,07/12/2014 01:40:00,285,      ,ASST,"SHOTS FIRED AT 506 N 30TH  ST AT 01:33:11 07/12/2014: 2 ROUNDS; SHOTSPOTTER FLEX ID 19161. (34.2454584353,-77.9072713184)  [07/12/14 01:34:26 EEB]  {123} MARK  [07/12/14 01:35:05 ANL]  {207} PEOPLE  THAT WAS INSIDE A RESID....JUST HEARD SAME....ADV IT WAS FIREWORKS......STILL INVESTIGATING  [07/12/14 01:37:24 ANL]  ",07/12/2014 01:40:03,34.24545844,-77.90727132
07/12/2014 16:13:17,1518 S 15TH ST,GREENFIELD ST,WILLARD ST,2324070.75,171772.5,ALERT NOTIFICATION SHOTSPOTTER,723,07/12/2014 16:14:13,07/12/2014 16:16:11,07/12/2014 16:14:13,07/12/2014 16:22:51,723,      ,DUP ,"SHOTS FIRED AT 1518 S 15TH  ST AT 16:11:49 07/12/2014: 10 ROUNDS; SHOTSPOTTER FLEX ID 19174. (34.2170020171,-77.9283141002)  [07/12/14 16:13:20 LNY]  {138} ems is 1023  [07/12/14 16:19:28 JLH]  ",07/12/2014 16:22:52,34.21700202,-77.9283141
07/13/2014 23:59:33,1015 ORANGE ST,GORES ROW,S 11TH ST,2321736.25,177913.92,ALERT NOTIFICATION SHOTSPOTTER,254,07/13/2014 23:59:48,07/13/2014 23:59:48,07/14/2014 00:03:07,07/14/2014 00:08:11,254,      ,UTL ,"SHOTS FIRED AT 1015 ORANGE  ST AT 23:58:13 07/13/2014: 1 ROUND; SHOTSPOTTER FLEX ID 19199. (34.233956809,-77.9353668185)  [07/13/14 23:59:45 EEB]  {354} out with subj at 9th/orange  [07/14/14 00:03:49 EEB]  {331} x8 ref subj...unrelated  [07/14/14 00:05:31 EEB]  {254} UTL  [07/14/14 00:08:09 EEB]  ",07/14/2014 00:08:14,34.23395681,-77.93536682
07/15/2014 00:37:29,212 N 10TH ST,CHESTNUT ST,GRACE ST,2321315.75,179746.3,ALERT NOTIFICATION SHOTSPOTTER,272,07/15/2014 00:37:59,07/15/2014 00:38:18,07/15/2014 00:39:57,07/15/2014 01:16:25,272,      ,UTL ,"SHOTS FIRED AT 212 N 10TH  ST AT 00:35:00 07/15/2014: 1 ROUND; SHOTSPOTTER FLEX ID 19215. (34.2391552671,-77.9369726888)  [07/15/14 00:37:34 TBK]  {350} IN THE AREA  [07/15/14 00:40:00 ACD]  {247} 28 - CFA9632  [07/15/14 00:47:05 ACD]  {272} 1038 10-4 ALL UNITS  [07/15/14 00:51:09 ACD]  {272} 1038 10-4 ALL UNITS  [07/15/14 01:06:47 ACD]  ",07/15/2014 01:16:27,34.23915527,-77.93697269
07/17/2014 22:49:38,813 MEARES ST,SUGAR RAY LEONARD LN,S 9TH ST,2321342.5,173678.36,ALERT NOTIFICATION SHOTSPOTTER,254,07/17/2014 22:50:11,07/17/2014 22:50:11,07/17/2014 22:52:17,07/17/2014 23:03:06,254,      ,INFO,"SHOTS FIRED AT 813 MEARES  ST AT 22:48:35 07/17/2014: 1 ROUND; SHOTSPOTTER FLEX ID 19246. (34.2226219668,-77.9370232604)  [07/17/14 22:49:45 LDW]  Linked Events 2014-292378 (732) to 2014-292381 (735)  [07/17/14 22:51:34 EEB]  {254} SHOWING ON  KENNETH HALL LN/SUGAR RAY LEONARD LN    REF SHOT SPOTTER  [07/17/14 22:55:19 EEB]  {254} there are fresh pyrotech out here  [07/17/14 22:56:45 EEB]  {254} PYRO  [07/17/14 23:03:04 EEB]  ",07/17/2014 23:03:13,34.22262197,-77.93702326
07/18/2014 13:03:26,1317 CASTLE ST,S 13TH ST,S 14TH ST,2323161.5,176193.69,ALERT NOTIFICATION SHOTSPOTTER,          ,NULL,NULL,NULL,NULL,      ,      ,DUP ,"SHOTS FIRED AT 1317 CASTLE  ST AT 13:01:54 07/18/2014: 10 ROUNDS; SHOTSPOTTER FLEX ID 19255. (34.2291959588,-77.9310361488)  [07/18/14 13:03:29 KRS]  ",07/18/2014 13:08:01,34.22919596,-77.93103615
07/21/2014 08:49:51,1925 DAWSON ST,OLEANDER DR,WRIGHTSVILLE AVE,2326137.25,175318.25,ALERT NOTIFICATION SHOTSPOTTER,          ,NULL,NULL,NULL,NULL,      ,      ,DUP ,"SHOTS FIRED AT 1925 DAWSON  ST AT 08:48:46 07/21/2014: 8 ROUNDS; SHOTSPOTTER FLEX ID 19334. (34.2274640799,-77.9213211846)  [07/21/14 08:49:52 LNY]  TONES AND BOLO`D EAST  [07/21/14 08:51:14 JAB3]  Linked Events 2014-297404 (581) to 2014-297407 (582)  [07/21/14 08:56:35 WJI]  [LAW] {68} IN AREA OF FOOD LION  [07/21/14 08:56:45 WJI]  [LAW] {229} GETTING OUT W/HIM  [07/21/14 08:56:59 WJI]  [LAW] {229} OUT 2521 WRIGHTSVILLE W/SUSPECT  [07/21/14 08:57:53 WJI]  [LAW] PER 13 10-3  [07/21/14 08:58:14 WJI]  [LAW] {229} NEED ANOTHER UNIT  [07/21/14 08:58:28 WJI]  [LAW] {229} NEED ANOTHER UNIT  [07/21/14 08:59:03 WJI]  [LAW] {68} OUT W/229  [07/21/14 08:59:08 WJI]  [LAW] {343} B/M WAS BEATING ON THE FEMALE...THEY STOPPED HIM AND THEN HE TOOK OFF DOWN THE BIKE TRAIL  [07/21/14 09:00:18 WJI]  [LAW] LIFT X3  [07/21/14 09:00:24 WJI]  [LAW] SUSPECT IN CUSTODY  [07/21/14 09:00:31 WJI]  [LAW] ***********notes from dupe call*****************  HEARD AN AUTOMATIC WEAPON UNLOAD  CALLER IS CALLING FROM REGISTERS AUTO AND IS BEHIND HIS SHOP  [07/21/14 08:50:42 DHA2]  8 OR 9 ROUNDS,,IN AREA OF VESTA VILLAGE  [07/21/14 08:51:21 DHA2]  *******************************************  [07/21/14 09:01:38 WJI]  [LAW] {343} NEED ID IN FRONT OF 2517 WRIGHTSVILLE AVE  [07/21/14 09:02:18 WJI]  [LAW] ********************notes from dupe call********  SHOTS FIRED AT 1925 DAWSON  ST AT 08:48:46 07/21/2014: 8 ROUNDS; SHOTSPOTTER FLEX ID 19334. (34.2274640799,-77.9213211846)  [07/21/14 08:49:52 LNY]  TONES AND BOLO`D EAST  [07/21/14 08:51:14 JAB3]  *************************************  [07/21/14 09:03:35 WJI]  ",07/21/2014 09:03:43,34.22746408,-77.92132118
07/21/2014 23:10:17,924 S 11TH ST,DAWSON ST,WRIGHT ST,2322194.5,174218.72,ALERT NOTIFICATION SHOTSPOTTER,323,07/21/2014 23:11:03,07/21/2014 23:11:03,07/21/2014 23:12:46,07/22/2014 00:08:26,371,371,REPT,"SHOTS FIRED AT 924 S 11TH  ST AT 23:09:16 07/21/2014: 2 ROUNDS; SHOTSPOTTER FLEX ID 19348. (34.2238422092,-77.9340181005)  [07/21/14 23:10:50 CVO]  one guy running on a bike over here  [07/21/14 23:12:08 LMR]  {333} 12TH/MEARES  [07/21/14 23:12:39 LMR]  {723} OUT WITH 333  [07/21/14 23:12:53 LMR]  Linked Events 2014-298560 (677) to 2014-298557 (674)  [07/21/14 23:14:55 JAD]  {230} WITNESSES ADVS RED AND WHITE CARS ALSO INVOLVED  [07/21/14 23:15:25 LMR]  *****notes from duplicate call****  heard several gun shots near 10th/dawson...saw a veh ride by fast, gry or drk colored suv...x83 was sitting on his porch...subj was flying down dawson near bob johnson store  [07/21/14 23:13:31 JAD]  *********************************  [07/21/14 23:16:21 LMR]  28578774  xx 90/29  [07/21/14 23:22:01 Unit:371]  {333} UTL SHOW ALL UNIST X8\  [07/21/14 23:26:32 EEB]  {371} 11th/wright st...found shell casing  [07/21/14 23:26:54 EEB]  {371} need id  [07/21/14 23:26:57 EEB]  ",07/22/2014 00:08:26,34.22384221,-77.9340181
07/22/2014 03:23:16,1007 DOCK ST,S 10TH ST,GORES ROW,2321539.5,178366.55,ALERT NOTIFICATION SHOTSPOTTER,          ,NULL,NULL,NULL,NULL,      ,      ,DUP ,"SHOTS FIRED AT 1007 DOCK  ST AT 03:22:46 07/22/2014: 1 ROUND; SHOTSPOTTER FLEX ID 19354. (34.2353256416,-77.9361371359)  [07/22/14 03:23:20 LDW]  ",07/22/2014 03:25:47,34.23532564,-77.93613714
07/22/2014 03:23:21,1007 DOCK ST,S 10TH ST,GORES ROW,2321539.5,178366.55,ALERT NOTIFICATION SHOTSPOTTER,148,07/22/2014 03:23:47,07/22/2014 03:24:16,07/22/2014 03:24:47,07/22/2014 03:40:17,371,      ,ASST,"SHOTS FIRED AT 1007 DOCK  ST AT 03:22:46 07/22/2014: 1 ROUND; SHOTSPOTTER FLEX ID 19354. (34.2353256416,-77.9361371359)  [07/22/14 03:23:34 EEB]  {323} flagged down by security guard working in the area that adv he saw a  tall blk male with white t shirt running away from area and running north/north east on dock street poss in the area of 1400-1500 dock st or market  [07/22/14 03:29:19 JAD]  {354} out with subjs  [07/22/14 03:29:29 JAD]  {354} x27-chavis,sean 8/10/1983  [07/22/14 03:29:51 JAD]  CHAVIS OLN 24840046....XX NCAWARE...NO READ BACK ON X27, SYSTEM DOWN  [07/22/14 03:32:26 JAD]  {354} SUBJ IS UNRELATED  [07/22/14 03:38:44 JAD]  {323} UTL ANYTHING ON DOCK ST  [07/22/14 03:40:13 JAD]  ",07/22/2014 03:40:22,34.23532564,-77.93613714
07/24/2014 08:37:15,1301 S 13TH ST,KIDDER ST,MARTIN ST,2323372,172785.33,ALERT NOTIFICATION SHOTSPOTTER,339,07/24/2014 08:38:02,07/24/2014 08:38:02,07/24/2014 08:43:08,07/24/2014 08:49:08,339,      ,ASST,"SHOTS FIRED AT 1301 S 13TH  ST AT 08:36:29 07/24/2014: 5 ROUNDS; SHOTSPOTTER FLEX ID 19399. (34.2197816857,-77.9305304379)  [07/24/14 08:37:18 KRS]  BOLO OPS  [07/24/14 08:38:09 JBM]  INFO GIVEN ON EAST  [07/24/14 08:38:10 KDS]  {361} spoke to male outside watering plants....adv it sounded like fireworks  [07/24/14 08:46:50 CSS]  {361} not locating anything...subjs with fireworks left  [07/24/14 08:48:33 CSS]  {345} WILL BOLO ON A X8 BASIS  [07/24/14 08:49:06 CSS]  ",07/24/2014 08:49:10,34.21978169,-77.93053044
07/24/2014 08:37:24,1301 S 13TH ST,KIDDER ST,MARTIN ST,2323372,172785.33,ALERT NOTIFICATION SHOTSPOTTER,          ,NULL,NULL,NULL,NULL,      ,      ,DUP ,,07/24/2014 08:37:43,,
07/24/2014 20:56:26,302 GRASS LN,BARCLAY HILLS DR, ,2333883.75,182304.36,ALERT NOTIFICATION SHOTSPOTTER,317,07/24/2014 20:56:57,07/24/2014 20:58:46,07/24/2014 20:59:29,07/24/2014 21:19:29,342,      ,UNFD,"SHOTS FIRED AT 302 GRASS  LN AT 20:55:26 07/24/2014: 2 ROUNDS; SHOTSPOTTER FLEX ID 19407. (34.2460590141,-77.8953510534)  [07/24/14 20:56:31 CMM]  BOLOD EAST  [07/24/14 20:57:09 CMM]  PER 299 WILL BE NEAR THE PLAYGROUND  [07/24/14 20:58:57 TBK]  {342} IN THE AREA  [07/24/14 20:59:33 TBK]  {342} A CROWD THAT IS DISPERSING  [07/24/14 21:01:54 TBK]  {342} 1038  [07/24/14 21:05:41 TBK]  {342} BOLOD THE AREA, UTL  [07/24/14 21:19:24 TBK]  ",07/24/2014 21:19:32,34.24605901,-77.89535105
